ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
VXDL US,ETRACS 2XLEVERAGED 4-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,futures,swap,MEDIUM
VXFL US,ETRACS 2XLEVERAGED 6-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,primary_strategy,Plain Beta,L&I,HIGH
VXFL US,ETRACS 2XLEVERAGED 6-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,sub_strategy,VIX,Long,HIGH
VXFL US,ETRACS 2XLEVERAGED 6-MONTH S&P 500 VIX FUTURES ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,futures,swap,MEDIUM
VXX US,IPATH SERIES B S&P 500 VIX SHORT-TERM FUTURES ETN,Barclays Bank PLC,sub_strategy,VIX,Broad,HIGH
VXX US,IPATH SERIES B S&P 500 VIX SHORT-TERM FUTURES ETN,Barclays Bank PLC,mechanism,futures,options,MEDIUM
VXZ US,IPATH SERIES B S&P 500 VIX MID-TERM FUTURES ETN,Barclays Bank PLC,sub_strategy,VIX,Broad,HIGH
VXZ US,IPATH SERIES B S&P 500 VIX MID-TERM FUTURES ETN,Barclays Bank PLC,mechanism,futures,options,MEDIUM
VYLD US,INVERSE VIX SHORT-TERM FUTURES ETNS DUE MARCH 22 2045,JP Morgan ETNs/USA,asset_class,Equity,Volatility,HIGH
VYLD US,INVERSE VIX SHORT-TERM FUTURES ETNS DUE MARCH 22 2045,JP Morgan ETNs/USA,concentration,single,basket,MEDIUM
VYLD US,INVERSE VIX SHORT-TERM FUTURES ETNS DUE MARCH 22 2045,JP Morgan ETNs/USA,mechanism,physical,swap,MEDIUM
VYM US,VANGUARD HIGH DIVIDEND YIELD ETF,Vanguard Whitehall Funds,sub_strategy,Style,Broad,LOW
VYMI US,VANGUARD INTERNATIONAL HIGH DIVIDEND YIELD ETF,Vanguard Whitehall Funds,sub_strategy,Style,Broad,MEDIUM
WABF US,WESTERN ASSET BOND ETF,Franklin Templeton ETF Trust,mechanism,physical,swap,HIGH
WAMA US,WISDOMTREE US ADAPTIVE MOVING AVERAGE FUND,WisdomTree ETFs/USA,sub_strategy,Allocation,Broad,HIGH
WANT US,DIREXION DAILY CONSUMER DISCRETIONARY BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
WBIQ US,WBI BULLBEAR TREND SWITCH US 1000 TOTAL RETURN ETF,WBI ETFs/USA,sub_strategy,Allocation,Broad,HIGH
WBIS US,WBI BULLBEAR TREND SWITCH US 2000 TOTAL RETURN ETF,WBI ETFs/USA,sub_strategy,Allocation,Broad,HIGH
WBIY US,WBI POWER FACTOR HIGH DIVIDEND ETF,WBI ETFs/USA,sub_strategy,Style,Broad,LOW
WCEO US,HYPATIA WOMEN CEO ETF,Two Roads Shared Trust/Hypatia,sub_strategy,Thematic,Broad,LOW
WDAF US,WISDOMTREE ASIA DEFENSE FUND,WisdomTree ETFs/USA,sub_strategy,Thematic,Broad,LOW
WDCX US,TRADR 2X LONG WDC DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
WDEF US,WISDOMTREE EUROPE DEFENSE FUND,WisdomTree ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
WDGF US,WISDOMTREE GLOBAL DEFENSE FUND,WisdomTree ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
WDNA US,WISDOMTREE BIOREVOLUTION FUND,WisdomTree ETFs/USA,sub_strategy,Thematic,Broad,LOW
WDTE US,DEFIANCE S&P 500 WEEKLY DISTRIBUTION ETF,ETF Series Solutions,mechanism,physical,options,HIGH
WEAT US,TEUCRIUM WHEAT FUND,Teucrium Commodity Trust,mechanism,physical,options,MEDIUM
WEBL US,DIREXION DAILY DOW JONES INTERNET BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
WEBS US,DIREXION DAILY DOW JONES INTERNET BEAR 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
WEED US,ROUNDHILL CANNABIS ETF,Listed Funds Trust,mechanism,physical,swap,HIGH
WEEI US,WESTWOOD SALIENT ENHANCED ENERGY INCOME ETF,Ultimus Managers Trust/Westwoo,sub_strategy,Broad,Sector,MEDIUM
WEEI US,WESTWOOD SALIENT ENHANCED ENERGY INCOME ETF,Ultimus Managers Trust/Westwoo,mechanism,physical,options,MEDIUM
WEEL US,PEERLESS OPTION INCOME WHEEL ETF,Tidal Trust II,mechanism,physical,options,HIGH
WEPN US,NICHOLAS DEFENSE AND RARE EARTH INCOME ETF,Tidal Trust II,sub_strategy,Thematic,Broad,LOW
WGMI US,COINSHARES BITCOIN MINING ETF,Valkyrie ETF Trust II,asset_class,Equity,Crypto,HIGH
WGMI US,COINSHARES BITCOIN MINING ETF,Valkyrie ETF Trust II,concentration,single,basket,MEDIUM
WLDU US,LEVERAGE SHARES 2X LONG WORLD STOCK DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
WMTI US,REX WMT GROWTH & INCOME ETF,REX ETF Trust,primary_strategy,Income,L&I,HIGH
WMTI US,REX WMT GROWTH & INCOME ETF,REX ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
WMTI US,REX WMT GROWTH & INCOME ETF,REX ETF Trust,underlier_name,WMT US,WMT,HIGH
WMTI US,REX WMT GROWTH & INCOME ETF,REX ETF Trust,mechanism,physical,swap,MEDIUM
WNTR US,YIELDMAX MSTR SHORT OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,MSTR US,MSTR,HIGH
WNTR US,YIELDMAX MSTR SHORT OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
WOMN US,IMPACT SHARES WOMEN'S EMPOWERMENT ETF,Tidal Trust III,sub_strategy,Thematic,Broad,LOW
WOOD US,ISHARES GLOBAL TIMBER & FORESTRY ETF,iShares Trust,sub_strategy,Thematic,Broad,MEDIUM
TOPW US,ROUNDHILL TOP WEEKLYPAY ETF,Roundhill ETF Trust,asset_class,Equity,Multi-Asset,HIGH
TOPW US,ROUNDHILL TOP WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > 0DTE / Weekly-Pay,Derivative Income > 0DTE / Weekly,HIGH
TOPW US,ROUNDHILL TOP WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,options,HIGH
WTIB US,USCF OIL PLUS BITCOIN STRATEGY FUND,United States Commodities ETFs,sub_strategy,Short,Long,HIGH
WTIB US,USCF OIL PLUS BITCOIN STRATEGY FUND,United States Commodities ETFs,direction,short,neutral,HIGH
WTIB US,USCF OIL PLUS BITCOIN STRATEGY FUND,United States Commodities ETFs,mechanism,physical,swap,MEDIUM
WTID US,MICROSECTORS ENERGY -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
WTID US,MICROSECTORS ENERGY -3X INVERSE LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
WTIP US,WISDOMTREE INFLATION PLUS FUND,WisdomTree ETFs/USA,sub_strategy,Single-Access,Broad,HIGH
WTIP US,WISDOMTREE INFLATION PLUS FUND,WisdomTree ETFs/USA,concentration,single,basket,MEDIUM
WTIU US,MICROSECTORS ENERGY 3X LEVERAGED ETN,BMO ETNs/United States,direction,long,neutral,HIGH
WTIU US,MICROSECTORS ENERGY 3X LEVERAGED ETN,BMO ETNs/United States,concentration,single,basket,MEDIUM
WTIU US,MICROSECTORS ENERGY 3X LEVERAGED ETN,BMO ETNs/United States,mechanism,physical,swap,MEDIUM
WTMF US,WISDOMTREE MANAGED FUTURES STRATEGY FUND,WisdomTree ETFs/USA,primary_strategy,Risk Mgmt,Plain Beta,MEDIUM
WTMF US,WISDOMTREE MANAGED FUTURES STRATEGY FUND,WisdomTree ETFs/USA,sub_strategy,Trend / Managed Futures,Single-Access,MEDIUM
WTMF US,WISDOMTREE MANAGED FUTURES STRATEGY FUND,WisdomTree ETFs/USA,mechanism,physical,futures,HIGH
WTPI US,WISDOMTREE EQUITY PREMIUM INCOME,WisdomTree ETFs/USA,asset_class,Equity,Multi-Asset,HIGH
WTPI US,WISDOMTREE EQUITY PREMIUM INCOME,WisdomTree ETFs/USA,mechanism,physical,options,HIGH
WTRE US,WISDOMTREE NEW ECONOMY REAL ES,WisdomTree ETFs/USA,sub_strategy,Broad,Sector,MEDIUM
WUGI US,AXS ESOTERICA NEXTG ECONOMY ETF,Investment Managers Series Tru,sub_strategy,Thematic,Sector,MEDIUM
WULX US,TRADR 2X LONG WULF DAILY ETF,Investment Managers Series Tru,underlier_name,WULF US,WULF,HIGH
WULX US,TRADR 2X LONG WULF DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
WXET US,TEUCRIUM 2X DAILY WHEAT ETF,Listed Funds Trust/Teucrium In,direction,long,neutral,HIGH
WXET US,TEUCRIUM 2X DAILY WHEAT ETF,Listed Funds Trust/Teucrium In,mechanism,physical,swap,HIGH
XAPR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - APRIL,First Trust Exchange-Traded Fu,sub_strategy,Growth,Buffer,HIGH
XAPR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - APRIL,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XAR US,STATE STREET SPDR S&P AEROSPACE & DEFENSE ETF,SPDR Series Trust,sub_strategy,Thematic,Broad,LOW
XAUG US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - AUGUST,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XBAP US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - APRIL,Innovator ETF Trust,sub_strategy,Growth,Buffer,HIGH
XBAP US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
XBCI US,NEOS BOOSTED BITCOIN HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,L&I,HIGH
XBCI US,NEOS BOOSTED BITCOIN HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
XBCI US,NEOS BOOSTED BITCOIN HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,swap,MEDIUM
XBFR US,INNOVATOR EQUITY MANAGED 10 BUFFER ETF,Innovator ETF Trust,mechanism,physical,options,HIGH
XBI US,STATE STREET SPDR S&P BIOTECH ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XBJA US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - JANUARY,Innovator ETF Trust,sub_strategy,Growth,Buffer,HIGH
XBJA US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
XBJL US,INNOVATOR U.S. EQUITY ACCELERATED 9 BUFFER ETF - JULY,Innovator ETF Trust,sub_strategy,Growth,Buffer,HIGH
XBJL US,INNOVATOR U.S. EQUITY ACCELERATED 9 BUFFER ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
XBNB US,TEUCRIUM XETFS 2X LONG DAILY BNB ETF,Listed Funds Trust/Teucrium In,primary_strategy,Plain Beta,L&I,HIGH
XBNB US,TEUCRIUM XETFS 2X LONG DAILY BNB ETF,Listed Funds Trust/Teucrium In,sub_strategy,Single-Access,Long,HIGH
XBNB US,TEUCRIUM XETFS 2X LONG DAILY BNB ETF,Listed Funds Trust/Teucrium In,mechanism,physical,swap,HIGH
XBOC US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF-OCTOBER,Innovator ETF Trust,sub_strategy,Growth,Buffer,HIGH
XBOC US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF-OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
XBOX US,ROUNDHILL ULTRA SHORT DURATION NO DIVIDEND TARGET ETF,Roundhill ETF Trust,primary_strategy,Risk Mgmt,Plain Beta,HIGH
XBOX US,ROUNDHILL ULTRA SHORT DURATION NO DIVIDEND TARGET ETF,Roundhill ETF Trust,sub_strategy,Alternatives,Broad,HIGH
XBOX US,ROUNDHILL ULTRA SHORT DURATION NO DIVIDEND TARGET ETF,Roundhill ETF Trust,mechanism,physical,options,MEDIUM
XBTY US,GRANITESHARES YIELDBOOST BITCOIN ETF,GraniteShares ETF Trust,primary_strategy,Income,Plain Beta,HIGH
XBTY US,GRANITESHARES YIELDBOOST BITCOIN ETF,GraniteShares ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
XBTY US,GRANITESHARES YIELDBOOST BITCOIN ETF,GraniteShares ETF Trust,underlier_name,BITX US,Bitcoin,HIGH
XBTY US,GRANITESHARES YIELDBOOST BITCOIN ETF,GraniteShares ETF Trust,mechanism,physical,options,MEDIUM
XCLR US,GLOBAL X S&P 500 COLLAR 95-110 ETF,Global X ETFs/USA,primary_strategy,Income,Plain Beta,MEDIUM
XCLR US,GLOBAL X S&P 500 COLLAR 95-110 ETF,Global X ETFs/USA,sub_strategy,Derivative Income > Covered Call,Broad,MEDIUM
XDAT US,FRANKLIN EXPONENTIAL DATA ETF,Franklin Templeton ETF Trust,sub_strategy,Thematic,Sector,MEDIUM
XDEC US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - DECEMBER,First Trust Exchange-Traded Fu,sub_strategy,Growth,Buffer,HIGH
XDEC US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - DECEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XDQQ US,INNOVATOR GROWTH-100 ACCELERATED ETF-QUARTERLY,Innovator ETF Trust,mechanism,physical,options,HIGH
XDSQ US,INNOVATOR US EQUITY ACCELERATED ETF - QUARTERLY,Innovator ETF Trust,mechanism,physical,options,HIGH
XDTE US,ROUNDHILL S&P 500 0DTE COVERED CALL STRATEGY ETF,Roundhill ETF Trust,mechanism,physical,options,HIGH
XES US,STATE STREET SPDR S&P OIL & GAS EQUIPMENT & SERVICES ETF,SPDR Series Trust,asset_class,Commodity,Equity,HIGH
XES US,STATE STREET SPDR S&P OIL & GAS EQUIPMENT & SERVICES ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XFEB US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - FEBRUARY,First Trust Exchange-Traded Fu,sub_strategy,Growth,Buffer,HIGH
XFEB US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - FEBRUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XFLX US,FUNDX FLEXIBLE ETF,FundX Investment Trust,sub_strategy,Allocation,Broad,HIGH
XHB US,STATE STREET SPDR S&P HOMEBUILDERS ETF,SPDR Series Trust,sub_strategy,Thematic,Broad,LOW
XHE US,STATE STREET SPDR S&P HEALTH CARE EQUIPMENT ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XHS US,STATE STREET SPDR S&P HEALTH CARE SERVICES ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XIDE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - DECEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XIJN US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - JUNE,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XIMR US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - MARCH,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XISE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - SEPTEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XITK US,STATE STREET SPDR FACTSET INNOVATIVE TECHNOLOGY ETF,SPDR Series Trust,sub_strategy,Thematic,Sector,MEDIUM
XJAN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JANUARY,First Trust Exchange-Traded Fu,sub_strategy,Growth,Buffer,HIGH
XJAN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JANUARY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XJUL US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JULY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XJUN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JUNE,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XLBI US,STATE STREET MATERIALS SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLCI US,STATE STREET COMMUNICATION SERVICES SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLEI US,STATE STREET ENERGY SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLFI US,STATE STREET FINANCIAL SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLII US,STATE STREET INDUSTRIAL SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLKI US,STATE STREET TECHNOLOGY SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLP US,STATE STREET CONSUMER STAPLES SELECT SECTOR SPDR ETF,Select Sector SPDR Trust/The,sub_strategy,Sector,Broad,LOW
XLRI US,STATE STREET REAL ESTATE SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLSI US,STATE STREET CONSUMER STAPLES SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLSR US,STATE STREET US SECTOR ROTATION ETF,SSGA Active Trust,sub_strategy,Sector,Broad,LOW
XLUI US,STATE STREET UTILITIES SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLVI US,STATE STREET HEALTH CARE SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XLY US,STATE STREET CONSUMER DISCRETIONARY SELECT SECTOR SPDR ETF,Select Sector SPDR Trust/The,sub_strategy,Sector,Broad,LOW
XLYI US,STATE STREET CONSUMER DISCRETIONARY SELECT SECTOR SPDR PREMIUM INCOME ETF,Select Sector SPDR Trust/The,mechanism,physical,options,HIGH
XMAG US,DEFIANCE LARGE CAP EX-MAG 7 ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
XMAR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MARCH,First Trust Exchange-Traded Fu,sub_strategy,Growth,Buffer,HIGH
XMAR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MARCH,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XMAY US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MAY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XME US,STATE STREET SPDR S&P METALS & MINING ETF,SPDR Series Trust,asset_class,Commodity,Equity,HIGH
XME US,STATE STREET SPDR S&P METALS & MINING ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XMLV US,INVESCO S&P MIDCAP LOW VOLATILITY ETF,Invesco Exchange-Traded Fund T,sub_strategy,Style,Broad,LOW
XNOV US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - NOVEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XNTK US,STATE STREET SPDR NYSE TECHNOLOGY ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XOCT US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - OCTOBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XOMO US,YIELDMAX XOM OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,XOM US,XOM,HIGH
XOMO US,YIELDMAX XOM OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
XOMX US,DIREXION DAILY XOM BULL 2X ETF,Direxion ETFs/USA,underlier_name,XOM US,XOM,HIGH
XOMX US,DIREXION DAILY XOM BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
XOMY US,KURV YIELD PREMIUM STRATEGY EXXONMOBIL XOM ETF,Neos ETF Trust,asset_class,Volatility,Multi-Asset,HIGH
XOMY US,KURV YIELD PREMIUM STRATEGY EXXONMOBIL XOM ETF,Neos ETF Trust,primary_strategy,Plain Beta,Income,MEDIUM
XOMY US,KURV YIELD PREMIUM STRATEGY EXXONMOBIL XOM ETF,Neos ETF Trust,sub_strategy,VIX,Derivative Income > Covered Call,MEDIUM
XOMY US,KURV YIELD PREMIUM STRATEGY EXXONMOBIL XOM ETF,Neos ETF Trust,mechanism,futures,options,HIGH
XOP US,STATE STREET SPDR S&P OIL & GAS EXPLORATION & PRODUCTION ETF,SPDR Series Trust,asset_class,Commodity,Equity,HIGH
XOP US,STATE STREET SPDR S&P OIL & GAS EXPLORATION & PRODUCTION ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XOVR US,ERSHARES PRIVATE-PUBLIC CROSSOVER ETF,EntrepreneurShares Series Trus,sub_strategy,Thematic,Broad,LOW
XPAY US,ROUNDHILL S&P 500 TARGET 20 MANAGED DISTRIBUTION ETF,Roundhill ETF Trust,mechanism,physical,options,MEDIUM
XPEG US,LEVERAGE SHARES 2X LONG XPEV DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
XPND US,FIRST TRUST EXPANDED TECHNOLOGY ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Sector,MEDIUM
XPP US,PROSHARES ULTRA FTSE CHINA 50,ProShares Trust,direction,long,neutral,HIGH
XPP US,PROSHARES ULTRA FTSE CHINA 50,ProShares Trust,mechanism,physical,swap,HIGH
XQQI US,NEOS BOOSTED NASDAQ-100 HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,L&I,HIGH
XQQI US,NEOS BOOSTED NASDAQ-100 HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
XQQI US,NEOS BOOSTED NASDAQ-100 HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,swap,MEDIUM
XRLX US,FUNDX CONSERVATIVE ETF,FundX Investment Trust,sub_strategy,Allocation,Broad,HIGH
XRMI US,GLOBAL X S&P 500 RISK MANAGED INCOME ETF,Global X ETFs/USA,primary_strategy,Risk Mgmt,Plain Beta,MEDIUM
XRMI US,GLOBAL X S&P 500 RISK MANAGED INCOME ETF,Global X ETFs/USA,sub_strategy,Risk-Adaptive,Broad,MEDIUM
XRPI US,XRP ETF,Volatility Shares Trust,mechanism,physical,options,MEDIUM
XRPL US,COINSHARES XRP ETF,Valkyrie ETF Trust II,primary_strategy,L&I,Plain Beta,HIGH
XRPL US,COINSHARES XRP ETF,Valkyrie ETF Trust II,sub_strategy,Long,Single-Access,HIGH
XRPL US,COINSHARES XRP ETF,Valkyrie ETF Trust II,mechanism,swap,physical,MEDIUM
XRPM US,AMPLIFY XRP 3% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,primary_strategy,Income,Plain Beta,HIGH
XRPM US,AMPLIFY XRP 3% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,sub_strategy,Derivative Income > Covered Call,Single-Access,HIGH
XRPM US,AMPLIFY XRP 3% MONTHLY OPTION INCOME ETF,Amplify ETF Trust,mechanism,physical,options,MEDIUM
XRPT US,2X XRP ETF,Volatility Shares Trust,direction,long,neutral,HIGH
XRPT US,2X XRP ETF,Volatility Shares Trust,underlier_name,XRPUSD Curncy,XRP,HIGH
XRPT US,2X XRP ETF,Volatility Shares Trust,mechanism,physical,swap,MEDIUM
XRT US,STATE STREET SPDR S&P RETAIL ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XSD US,STATE STREET SPDR S&P SEMICONDUCTOR ETF,SPDR Series Trust,sub_strategy,Broad,Sector,MEDIUM
XSEP US,FT VEST U.S. EQUITY ENHANCE & MODERATE BUFFER ETF - SEPTEMBER,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
XSHD US,INVESCO S&P SMALLCAP HIGH DIVIDEND LOW VOLATILITY ETF,Invesco Exchange-Traded Fund T,asset_class,Volatility,Equity,HIGH
XSHD US,INVESCO S&P SMALLCAP HIGH DIVIDEND LOW VOLATILITY ETF,Invesco Exchange-Traded Fund T,sub_strategy,Style,Broad,LOW
XSHQ US,INVESCO S&P SMALLCAP QUALITY ETF,Invesco Exchange-Traded Fund T,sub_strategy,Style,Sector,MEDIUM
XSLV US,INVESCO S&P SMALLCAP LOW VOLATILITY ETF,Invesco Exchange-Traded Fund T,sub_strategy,Style,Broad,LOW
XSPI US,NEOS BOOSTED S&P 500 HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,L&I,HIGH
XSPI US,NEOS BOOSTED S&P 500 HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
XSPI US,NEOS BOOSTED S&P 500 HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,swap,MEDIUM
XSW US,STATE STREET SPDR S&P SOFTWARE & SERVICES ETF,SPDR Series Trust,sub_strategy,Thematic,Sector,MEDIUM
XTAP US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
XTJA US,INNOVATOR US EQUITY ACCELERATED PLUS ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
XTJL US,INNOVATOR U.S. EQUITY ACCELERATED PLUS ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
XTL US,STATE STREET SPDR S&P TELECOM ETF,SPDR Series Trust,sub_strategy,Thematic,Sector,MEDIUM
XTOC US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
XTR US,GLOBAL X S&P 500 TAIL RISK ETF,Global X ETFs/USA,sub_strategy,Tail Risk,Risk-Adaptive,HIGH
XTWO US,BONDBLOXX BLOOMBERG TWO YEAR TARGET DURATION US TREASURY ETF,BondBloxx ETF Trust,mechanism,physical,swap,HIGH
XUSP US,INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF,Innovator ETF Trust,primary_strategy,Defined Outcome,Plain Beta,LOW
XUSP US,INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF,Innovator ETF Trust,sub_strategy,Buffer,Broad,LOW
XUSP US,INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF,Innovator ETF Trust,mechanism,physical,options,MEDIUM
XV US,SIMPLIFY TARGET 15 DISTRIBUTION ETF,Simplify Exchange Traded Funds,primary_strategy,Plain Beta,Income,LOW
XV US,SIMPLIFY TARGET 15 DISTRIBUTION ETF,Simplify Exchange Traded Funds,sub_strategy,Broad,Derivative Income > Covered Call,LOW
XV US,SIMPLIFY TARGET 15 DISTRIBUTION ETF,Simplify Exchange Traded Funds,mechanism,physical,options,HIGH
XXRP US,TEUCRIUM 2X LONG DAILY XRP ETF,Listed Funds Trust/Teucrium In,underlier_name,XRPUSD Curncy,XRP,HIGH
XXRP US,TEUCRIUM 2X LONG DAILY XRP ETF,Listed Funds Trust/Teucrium In,mechanism,physical,swap,HIGH
XXX US,CYBER HORNET S&P 500 AND XRP 75/25 STRATEGY ETF,Cyber Hornet Trust,asset_class,Equity,Crypto,HIGH
XXX US,CYBER HORNET S&P 500 AND XRP 75/25 STRATEGY ETF,Cyber Hornet Trust,underlier_name,crypto + traditional asset,XRP,MEDIUM
